,COW,Old Coup ID#,New Coup ID#,country,Month,Day,Year,Coup ID Type,Description of Event,Milan Description,Realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime
87,434,434121069,43412101969,Benin,12,10,1969,Coup,coup,coup,1,0,Zinsou,president,military/general Kouandate,Major Kouandate,president,"Threatened by the prospect of dismissal and reduction of the military budget and influence, Major Kouandete deposed the civilian leadership under Zinsou and established himself as the head of a military junta.",BJ,AF,12/10.0/1969.0
88,434,43422672,43402231972,Benin,2,23,1972,0,Attempted Coup,0,0,1,Hubert Maga,presidential council chairman,Col. Maurice Kouandete,.,.,Kouandete led the most significant of three simultaneous armed plots to take over the government on the same day. He led army forces to take over government buildings and assassinate key members of the military and Presidential Council. The plot was muddled by other independent conspiracies and was forced to surrender. He was sentenced to death but no sentence was ever carried out. He was later pardoned after another coup.,BJ,AF,2/23.0/1972.0
89,434,434102672,43410261972,Benin,10,26,1972,Coup,coup,coup,1,0,Ahomadégbé-Tomêtin,president,military/General Kerekou,General Kerekou,junta leader,"Presumably frustrated with the unstable nature of the rotating presidential system, General Kerekou staged a coup and established himself as the head.",BJ,AF,10/26.0/1972.0
90,434,43422873,43402281973,Benin,2,28,1973,0,Conspiracy Coup,0,0,1,General Kerekou,president,"Col. Alphonse Alley, Maj. Jean-Baptiste Hacheme, Maj. Ibrahim Chafi",.,.,Former president and Col. Alley spent more than 10 years in prison for allegedly plotting with others to overthrow President Kerekou.,BJ,AF,2/28.0/1973.0
91,434,43412275,43401221975,Benin,1,22,1975,0,Attempted Coup,0,0,1,General Kerekou,president,"Capt. Janvier Assogba, Dr. Emile Derlin Zinsou, and others",.,.,Capt. Janvier Assogba and former president Zinsou with the aid of others launched a coup attempt against Kerekou. The reasoning and consequences are not known.,BJ,AF,1/22.0/1975.0
92,434,434101975,43410191975,Benin,10,19,1975,0,Conspiracy Coup,0,0,1,Kerekou,president,Former president Zinsou and foreign elements,.,.,Former president Zinsou and foreign powers were alledgely conspiring to overthrow the military regime and reinstate the former president.,BJ,AF,10/19.0/1975.0
93,434,434..1977,43400001977,Benin,0,0,1977,0,Attempted Coup,0,0,1,Kerekou,president,Mercenary forces led by Bob Denard,.,.,Mercenary forces led by Frenchman Robert Denard attempted to seize control of Benin. Their attempt was quickly put down.,BJ,AF,0/0.0/1977.0
94,434,43432688,43403261988,Benin,3,26,1988,0,Attempted Coup,0,0,1,Kerekou,president,Capt. Hountoundji,.,.,Capt. Hountoundji launched a coup attempted. The reasoning and consequences are not known.,BJ,AF,3/26.0/1988.0
95,434,4345.1992,43405001992,Benin,5,0,1992,0,Attempted Coup,0,0,1,Kerekou,president,Pascal Tawes,.,.,Pascal Tawes attempted a coup against Kerekou. The reason for the attempt and the consequences are not known.,BJ,AF,5/0.0/1992.0
96,434,434111595,43411151995,Benin,11,15,1995,0,Attempted Coup,0,0,1,Soglo,president,"incl. Col. Dankoro, Mr. Chidiac",.,.,military and civilians were behind a coup attempting to overthrow President Soglo. The reasoning and consequences are not known.,BJ,AF,11/15.0/1995.0
97,145,14572146,14507211946,Bolivia,7,21,1946,Revolt,coup,revolt,1,0,Villarroel,president/dictator,popular rebels and some military elements,Nestor Guillian,acting president,"An enraged armed mob of civilians and some military elements stormed Villarroel's palace, brutally murdered him and hung him up on the street. The mob appointed Nestor Guillian to the role of acting president.",BO,SA,7/21.0/1946.0
98,145,14552947,14505291947,Bolivia,5,29,1947,0,Conspiracy Coup,0,0,1,Enrique Hertzog,president,former government and military officials,.,.,A group of former government and military officials were arrested for plotting to sieze power from the president during his absense.,BO,SA,5/29.0/1947.0
99,145,14582849,14508281949,Bolivia,8,28,1949,0,Attempted Coup,0,0,1,Enrique Hertzog,president,right-wing militants,.,.,Right-wing revolutionaries seized a number of towns in an attempt to take power before being pushed back by army and air forces.,BO,SA,8/28.0/1949.0
100,145,1455.195,14505001950,Bolivia,5,0,1950,0,Attempted Coup,0,0,1,Mamerto Urriolagoitía Harriague,president/dictator,communists,.,.,A violent uprising of communists attempting to gain control of the state failed resulting in at least 100 deaths.,BO,SA,5/0.0/1950.0
101,145,14572350,14507231950,Bolivia,7,23,1950,0,Attempted Coup,0,0,1,Mamerto Urriolagoitía Harriague,president/dictator,socialist falange militants,.,.,The socialist falange party attempted a revolution with armed members seizing key structures and attacking the presidential palace. The revolution was ended by combined attacks by the police and army.,BO,SA,7/23.0/1950.0
102,145,14551651,14505161951,Bolivia,5,16,1951,Coup,coup,coup,1,0,Mamerto Urriolagoitía Harriague,president/dictator,military,Ballivian Rojas,General/Junta leader,"To prevent a leftist president from coming to power in the recent elections, the military offered to support Mamerto in performing a ""self-coup"" granting him unlimited powers. Mamerto refused and was overthrown by the military. General Rojas consolidated the junta around himself in the aftermath.",BO,SA,5/16.0/1951.0
103,145,14541152,14504111952,Bolivia,4,11,1952,Revolt,coup,revolt,1,0,Ballivian Rojas,General/Junta leader,revolutionary nationalist movement,Hernan Siles Zuazo,revolutionary/president,A leftist movement called the Revolutionary Nationalist Movement launched a three day revolution which ended with the defeat of General Rojas and loyalist military forces. Power was consolidated in its civilian leader Hernan Zauzo.,BO,SA,4/11.0/1952.0
104,145,14582852,14508281952,Bolivia,8,28,1952,0,Conspiracy Coup,0,0,1,Ballivian Rojas,General/Junta leader,National Falangistas,.,.,The National Falangistas movement conspired to take over the government. The precise reasoning (other than to gain power) and consequences for the conspirators is not known. It is know that the movement was behind several more conspiracies and attempts.,BO,SA,8/28.0/1952.0
105,145,14511.1953,14511001953,Bolivia,11,0,1953,0,Attempted Coup,0,0,1,Ángel Víctor Paz Estenssoro,president,former government and military officials some National Falangistas,.,.,"As many as 750 people were to be prosecuted or arrested including former presidents, military officials, and women civilians for a failed uprising and coup.",BO,SA,11/0.0/1953.0
106,145,1454.1959,14504001959,Bolivia,4,0,1959,0,Attempted Coup,0,0,1,Hernan Siles Zuazo,president,Victor Aramayo and Oscar de la Vega of the Socialist Falange Party,.,.,The Socialist Falange party led by Oscar de la Vega and supported by millionaire Aramayo launched in a failed uprising. Vega committed suicide and Aramayo was prosecuted in the aftermath.,BO,SA,4/0.0/1959.0
107,145,14531960,14503191960,Bolivia,3,19,1960,0,Attempted Coup,0,0,1,Hernan Siles Zuazo,president,Colonel Hermogenes Riosi Ladezma,.,.,Colonel Hermogenes launched an uprising against the government. He escaped into exile after the uprising failed.,BO,SA,3/19.0/1960.0
108,145,14510.1962,14510001962,Bolivia,10,0,1962,0,Conspiracy Coup,0,0,1,Ángel Víctor Paz Estenssoro,president,socialist falange and other opposition party militants,.,.,The ruling MNR government declared a state of emergency and arrested 60 members of the opposition socialist falange party in effort to derail a coup plot.,BO,SA,10/0.0/1962.0
109,145,14511464,14511041964,Bolivia,11,4,1964,Coup,coup,coup,1,0,Ángel Víctor Paz Estenssoro,president,Vice president Rene Barrientos and General Alfredo Ovendo with CIA assistance,Rene Barrientos and Ovendo,dictator/president/junta chairmen,"Seemingly fed up with the MNR manipulation of the military and with encouragement and aid from the CIA, general and vice president Barrientos along with General Ovendo overthrew the MNR and Paz regime. Barrientos stepped up as president afterward.",BO,SA,11/4.0/1964.0
110,145,14582168,14508211968,Bolivia,8,21,1968,0,Attempted Coup,0,0,1,Rene Barrientos,dictator/president,Gen. Ovando,.,.,Ovando attempted to reassert his lost authority in the government against the will of President Barrientos. The consequences for the attempt were not severe as he was able to remain powerful enough to succeed against President Salinas.,BO,SA,8/21.0/1968.0
111,145,14592669,14509261969,Bolivia,9,26,1969,Coup,Coup,coup,1,0,Luis Adolfo Siles Salinas,president,General Ovando,Alfredo Ovando,dictator/president,"Frustrated with the civilian government and having presidential ambitions of his own, General Ovando desposed of the Siles Salinas regime and the civilian institutions.",BO,SA,9/26.0/1969.0
112,145,14510670,14510061970,Bolivia,10,6,1970,Coup,coup,coup,1,0,Alfredo Ovando,junta leader/dictator,military,Junta of commander of the Armed Forces,junta,"Armed uprisings persisted through the Ovando dictatorship and to the dismay of the rightist military commanders, Ovando frequently offered them concessions or amnesty rather than burtal defeat. The military forces launched a coup with the intention of replacing Ovando's policy of appeasment. A group of military commanders quickly found themselves in the middle of left and right violence during and after the coup. A very tense three headed junta consolidated power for a very brief period of time in the aftermath.",BO,SA,10/6.0/1970.0
113,145,14510770,14510071970,Bolivia,10,7,1970,Coup,coup,coup,1,0,Junta of commander of the Armed Forces,junta,General Juan Torres,Juan Torres,dictator/president,After the formation of the nuetral junta General Juan Torres overthrew it and established himself alone as president by using a violent left-wing splinter of the military.,BO,SA,10/7.0/1970.0
114,145,14511071,14501101971,Bolivia,1,10,1971,0,Attempted Coup,0,0,1,Juan Torres,dictator/president,"Col. Banzer, Col. Valencia",.,.,"The Torres dictatorship allowed the restoration of a functioning Congress, the restoration of a pro-labor union leader, and the stay against privatizing national oil interests. These moves convinced Banzer and others on the Right that communist infiltration was high even in their own ranks. He led an attempt at ousting Torres but failed and exiled himself in the aftermath.",BO,SA,1/10.0/1971.0
115,145,1454.1971,14504001971,Bolivia,4,0,1971,0,Attempted Coup,0,0,1,Juan Torres,dictator/president,right-wing elements,.,.,right wing elements attempted to overthrow the leftist military regime of Juan Torres.,BO,SA,4/0.0/1971.0
116,145,14582271,14508221971,Bolivia,8,22,1971,Coup,coup,coup,1,0,Juan Torres,dictator/president,Hugo Banzer and rightist military elements with possibly Brazilian and US aid,Hugo Banzer,junta/president,Hugo Banzer emerged as the head of the junta following a right-wing military uprising against Torres.,BO,SA,8/22.0/1971.0
117,145,14513074,14501301974,Bolivia,1,30,1974,0,Conspiracy Coup,0,0,1,Hugo Banzer,junta/president,Gen. Fladio Sanchez Gironda,.,.,General Gironda was accused of conspiring against Banzer. The reason and consequences for Gironda are unknown.,BO,SA,1/30.0/1974.0
118,145,1456574,14506051974,Bolivia,6,5,1974,0,Attempted Coup,0,0,1,Hugo Banzer,junta/president,"Ciro Humboldt, Carlos Valverde",.,.,Two civilians led an failed rebellion against Banzer. The reasons and consequences are not known.,BO,SA,6/5.0/1974.0
119,145,14511874,14511081974,Bolivia,11,8,1974,0,Attempted Coup,0,0,1,Hugo Banzer,junta/president,Housing Minister Jose Ayoroa,.,.,Housing Minister Jose Ayoroa was dismissed and arrested after being accused of leading a coup attempt.,BO,SA,11/8.0/1974.0
120,145,14532378,14503231978,Bolivia,3,23,1978,0,Conspiracy Coup,0,0,1,Hugo Banzer,junta/president,unspecified,.,.,Unspecified individuals plotted against Hugo Banzer. The reasons and consequences are not known.,BO,SA,3/23.0/1978.0
121,145,1454478,14504041978,Bolivia,4,4,1978,0,Conspiracy Coup,0,0,1,Hugo Banzer,junta/president,unspecified,.,.,For the second time in less than one month unspecified individuals conspired against Banzer. The reasons and consequences are unknown.,BO,SA,4/4.0/1978.0
122,145,14572178,14507211978,Bolivia,7,21,1978,Coup,coup,coup,1,0,Hugo Banzer,junta/president,General Juan Perede Asbun,Juan Asbun,president/dictator,General Juan Perede Asbun won elections in 1978 but they were annulled due to fraud. Asbun overthrew Banzer and assumed the presidency.,BO,SA,7/21.0/1978.0
123,145,145102978,14510291978,Bolivia,10,29,1978,0,Conspiracy Coup,0,0,1,Juan Asbun,president/dictator,unspecified,.,.,Unspecified individuals plotted against Juan Asbun. The reasons and consequences are unknown.,BO,SA,10/29.0/1978.0
124,145,145112478,14511241978,Bolivia,11,24,1978,Coup,coup,coup,1,0,Juan Asbun,president/dictator,General David Padilla/democratically oriented military elements,David Padilla,president/junta leader,A group of generals led by David Padilla rejected Asbun's leadership due to vagueness with regards to elections and his incompetence and overthrew him.,BO,SA,11/24.0/1978.0
125,145,14511179,14511011979,Bolivia,11,1,1979,Coup,coup,coup,1,0,Walter Guevara,president,General Alberto Natusch,Albero Natusch,military dictator,"Facing a severe economic crisis president Guevara asked for an unconstitutional extention of his presidential term so he could confidently fix the problems facing the country. His popularity dropped and his initiatives had no congressional support. In the midst of this severe economic crisis and political deadlock, a group of military generals led by Natusch launched a violent coup against the democratic government. The coup was resisted by the population but ultimately Natusch seized power.",BO,SA,11/1.0/1979.0
