,Unnamed: 0,COW,Old Coup ID#,New Coup ID#,country,month,day,year,coup_id,event,Milan Description,realized,Unrealized,Removed/ Targeted Name,Removed Title/ Position,Initiator/ Suspected,Ascended Name/ Suspected,Ascended/ Suspected Title/ Position,Event Summary,iso2,continent,datetime,date
84,85,434.0,434122265,43412221965.0,Benin,12,22,1965,Coup,coup,coup,Yes,0.0,Congacou Ahomadegbe,president/interim leader,General Soglo,Soglo,president/junta leader,When provisional president Congacou was handed power by General Soglo he had a constitutional mandate to hold elections quickly. Congacou refused this constitutional demand and was overthrown by Soglo.,BJ,AF,1965-12-01,1965-12
85,86,434.0,434121767,43412171967.0,Benin,12,17,1967,Coup,coup,coup,Yes,0.0,Soglo,President/Junta Leader,rebellious junior officers,Major Kouandate,junta leader,Another round of political crisis coupled with a devastating general strike promoted a group of junior officers to depose General Soglo from power. Major Kouandate took power and established a provisional military government.,BJ,AF,1967-12-01,1967-12
86,87,434.0,434121069,43412101969.0,Benin,12,10,1969,Coup,coup,coup,Yes,0.0,Zinsou,president,military/general Kouandate,Major Kouandate,president,"Threatened by the prospect of dismissal and reduction of the military budget and influence, Major Kouandete deposed the civilian leadership under Zinsou and established himself as the head of a military junta.",BJ,AF,1969-12-01,1969-12
87,88,434.0,43422672,43402231972.0,Benin,2,23,1972,0,attempted coup,0,No,1.0,Hubert Maga,presidential council chairman,Col. Maurice Kouandete,.,.,Kouandete led the most significant of three simultaneous armed plots to take over the government on the same day. He led army forces to take over government buildings and assassinate key members of the military and Presidential Council. The plot was muddled by other independent conspiracies and was forced to surrender. He was sentenced to death but no sentence was ever carried out. He was later pardoned after another coup.,BJ,AF,1972-02-01,1972-2
88,89,434.0,434102672,43410261972.0,Benin,10,26,1972,Coup,coup,coup,Yes,0.0,Ahomadégbé-Tomêtin,president,military/General Kerekou,General Kerekou,junta leader,"Presumably frustrated with the unstable nature of the rotating presidential system, General Kerekou staged a coup and established himself as the head.",BJ,AF,1972-10-01,1972-10
89,90,434.0,43422873,43402281973.0,Benin,2,28,1973,0,conspiracy coup,0,No,1.0,General Kerekou,president,"Col. Alphonse Alley, Maj. Jean-Baptiste Hacheme, Maj. Ibrahim Chafi",.,.,Former president and Col. Alley spent more than 10 years in prison for allegedly plotting with others to overthrow President Kerekou.,BJ,AF,1973-02-01,1973-2
90,91,434.0,43412275,43401221975.0,Benin,1,22,1975,0,attempted coup,0,No,1.0,General Kerekou,president,"Capt. Janvier Assogba, Dr. Emile Derlin Zinsou, and others",.,.,Capt. Janvier Assogba and former president Zinsou with the aid of others launched a coup attempt against Kerekou. The reasoning and consequences are not known.,BJ,AF,1975-01-01,1975-1
91,92,434.0,434101975,43410191975.0,Benin,10,19,1975,0,conspiracy coup,0,No,1.0,Kerekou,president,Former president Zinsou and foreign elements,.,.,Former president Zinsou and foreign powers were alledgely conspiring to overthrow the military regime and reinstate the former president.,BJ,AF,1975-10-01,1975-10
93,94,434.0,43432688,43403261988.0,Benin,3,26,1988,0,attempted coup,0,No,1.0,Kerekou,president,Capt. Hountoundji,.,.,Capt. Hountoundji launched a coup attempted. The reasoning and consequences are not known.,BJ,AF,1988-03-01,1988-3
94,95,434.0,4345.1992,43405001992.0,Benin,5,0,1992,0,attempted coup,0,No,1.0,Kerekou,president,Pascal Tawes,.,.,Pascal Tawes attempted a coup against Kerekou. The reason for the attempt and the consequences are not known.,BJ,AF,1992-05-01,1992-5
95,96,434.0,434111595,43411151995.0,Benin,11,15,1995,0,attempted coup,0,No,1.0,Soglo,president,"incl. Col. Dankoro, Mr. Chidiac",.,.,military and civilians were behind a coup attempting to overthrow President Soglo. The reasoning and consequences are not known.,BJ,AF,1995-11-01,1995-11
96,97,145.0,14572146,14507211946.0,Bolivia,7,21,1946,Revolt,coup,revolt,Yes,0.0,Villarroel,president/dictator,popular rebels and some military elements,Nestor Guillian,acting president,"An enraged armed mob of civilians and some military elements stormed Villarroel's palace, brutally murdered him and hung him up on the street. The mob appointed Nestor Guillian to the role of acting president.",BO,SA,1946-07-01,1946-7
97,98,145.0,14552947,14505291947.0,Bolivia,5,29,1947,0,conspiracy coup,0,No,1.0,Enrique Hertzog,president,former government and military officials,.,.,A group of former government and military officials were arrested for plotting to sieze power from the president during his absense.,BO,SA,1947-05-01,1947-5
98,99,145.0,14582849,14508281949.0,Bolivia,8,28,1949,0,attempted coup,0,No,1.0,Enrique Hertzog,president,right-wing militants,.,.,Right-wing revolutionaries seized a number of towns in an attempt to take power before being pushed back by army and air forces.,BO,SA,1949-08-01,1949-8
99,100,145.0,1455.195,14505001950.0,Bolivia,5,0,1950,0,attempted coup,0,No,1.0,Mamerto Urriolagoitía Harriague,president/dictator,communists,.,.,A violent uprising of communists attempting to gain control of the state failed resulting in at least 100 deaths.,BO,SA,1950-05-01,1950-5
100,101,145.0,14572350,14507231950.0,Bolivia,7,23,1950,0,attempted coup,0,No,1.0,Mamerto Urriolagoitía Harriague,president/dictator,socialist falange militants,.,.,The socialist falange party attempted a revolution with armed members seizing key structures and attacking the presidential palace. The revolution was ended by combined attacks by the police and army.,BO,SA,1950-07-01,1950-7
101,102,145.0,14551651,14505161951.0,Bolivia,5,16,1951,Coup,coup,coup,Yes,0.0,Mamerto Urriolagoitía Harriague,president/dictator,military,Ballivian Rojas,General/Junta leader,"To prevent a leftist president from coming to power in the recent elections, the military offered to support Mamerto in performing a ""self-coup"" granting him unlimited powers. Mamerto refused and was overthrown by the military. General Rojas consolidated the junta around himself in the aftermath.",BO,SA,1951-05-01,1951-5
102,103,145.0,14541152,14504111952.0,Bolivia,4,11,1952,Revolt,coup,revolt,Yes,0.0,Ballivian Rojas,General/Junta leader,revolutionary nationalist movement,Hernan Siles Zuazo,revolutionary/president,A leftist movement called the Revolutionary Nationalist Movement launched a three day revolution which ended with the defeat of General Rojas and loyalist military forces. Power was consolidated in its civilian leader Hernan Zauzo.,BO,SA,1952-04-01,1952-4
103,104,145.0,14582852,14508281952.0,Bolivia,8,28,1952,0,conspiracy coup,0,No,1.0,Ballivian Rojas,General/Junta leader,National Falangistas,.,.,The National Falangistas movement conspired to take over the government. The precise reasoning (other than to gain power) and consequences for the conspirators is not known. It is know that the movement was behind several more conspiracies and attempts.,BO,SA,1952-08-01,1952-8
104,105,145.0,14511.1953,14511001953.0,Bolivia,11,0,1953,0,attempted coup,0,No,1.0,Ángel Víctor Paz Estenssoro,president,former government and military officials some National Falangistas,.,.,"As many as 750 people were to be prosecuted or arrested including former presidents, military officials, and women civilians for a failed uprising and coup.",BO,SA,1953-11-01,1953-11
105,106,145.0,1454.1959,14504001959.0,Bolivia,4,0,1959,0,attempted coup,0,No,1.0,Hernan Siles Zuazo,president,Victor Aramayo and Oscar de la Vega of the Socialist Falange Party,.,.,The Socialist Falange party led by Oscar de la Vega and supported by millionaire Aramayo launched in a failed uprising. Vega committed suicide and Aramayo was prosecuted in the aftermath.,BO,SA,1959-04-01,1959-4
106,107,145.0,14531960,14503191960.0,Bolivia,3,19,1960,0,attempted coup,0,No,1.0,Hernan Siles Zuazo,president,Colonel Hermogenes Riosi Ladezma,.,.,Colonel Hermogenes launched an uprising against the government. He escaped into exile after the uprising failed.,BO,SA,1960-03-01,1960-3
107,108,145.0,14510.1962,14510001962.0,Bolivia,10,0,1962,0,conspiracy coup,0,No,1.0,Ángel Víctor Paz Estenssoro,president,socialist falange and other opposition party militants,.,.,The ruling MNR government declared a state of emergency and arrested 60 members of the opposition socialist falange party in effort to derail a coup plot.,BO,SA,1962-10-01,1962-10
108,109,145.0,14511464,14511041964.0,Bolivia,11,4,1964,Coup,coup,coup,Yes,0.0,Ángel Víctor Paz Estenssoro,president,Vice president Rene Barrientos and General Alfredo Ovendo with CIA assistance,Rene Barrientos and Ovendo,dictator/president/junta chairmen,"Seemingly fed up with the MNR manipulation of the military and with encouragement and aid from the CIA, general and vice president Barrientos along with General Ovendo overthrew the MNR and Paz regime. Barrientos stepped up as president afterward.",BO,SA,1964-11-01,1964-11
109,110,145.0,14582168,14508211968.0,Bolivia,8,21,1968,0,attempted coup,0,No,1.0,Rene Barrientos,dictator/president,Gen. Ovando,.,.,Ovando attempted to reassert his lost authority in the government against the will of President Barrientos. The consequences for the attempt were not severe as he was able to remain powerful enough to succeed against President Salinas.,BO,SA,1968-08-01,1968-8
110,111,145.0,14592669,14509261969.0,Bolivia,9,26,1969,Coup,coup,coup,Yes,0.0,Luis Adolfo Siles Salinas,president,General Ovando,Alfredo Ovando,dictator/president,"Frustrated with the civilian government and having presidential ambitions of his own, General Ovando desposed of the Siles Salinas regime and the civilian institutions.",BO,SA,1969-09-01,1969-9
111,112,145.0,14510670,14510061970.0,Bolivia,10,6,1970,Coup,coup,coup,Yes,0.0,Alfredo Ovando,junta leader/dictator,military,Junta of commander of the Armed Forces,junta,"Armed uprisings persisted through the Ovando dictatorship and to the dismay of the rightist military commanders, Ovando frequently offered them concessions or amnesty rather than burtal defeat. The military forces launched a coup with the intention of replacing Ovando's policy of appeasment. A group of military commanders quickly found themselves in the middle of left and right violence during and after the coup. A very tense three headed junta consolidated power for a very brief period of time in the aftermath.",BO,SA,1970-10-01,1970-10
112,113,145.0,14510770,14510071970.0,Bolivia,10,7,1970,Coup,coup,coup,Yes,0.0,Junta of commander of the Armed Forces,junta,General Juan Torres,Juan Torres,dictator/president,After the formation of the nuetral junta General Juan Torres overthrew it and established himself alone as president by using a violent left-wing splinter of the military.,BO,SA,1970-10-01,1970-10
113,114,145.0,14511071,14501101971.0,Bolivia,1,10,1971,0,attempted coup,0,No,1.0,Juan Torres,dictator/president,"Col. Banzer, Col. Valencia",.,.,"The Torres dictatorship allowed the restoration of a functioning Congress, the restoration of a pro-labor union leader, and the stay against privatizing national oil interests. These moves convinced Banzer and others on the Right that communist infiltration was high even in their own ranks. He led an attempt at ousting Torres but failed and exiled himself in the aftermath.",BO,SA,1971-01-01,1971-1
114,115,145.0,1454.1971,14504001971.0,Bolivia,4,0,1971,0,attempted coup,0,No,1.0,Juan Torres,dictator/president,right-wing elements,.,.,right wing elements attempted to overthrow the leftist military regime of Juan Torres.,BO,SA,1971-04-01,1971-4
115,116,145.0,14582271,14508221971.0,Bolivia,8,22,1971,Coup,coup,coup,Yes,0.0,Juan Torres,dictator/president,Hugo Banzer and rightist military elements with possibly Brazilian and US aid,Hugo Banzer,junta/president,Hugo Banzer emerged as the head of the junta following a right-wing military uprising against Torres.,BO,SA,1971-08-01,1971-8
116,117,145.0,14513074,14501301974.0,Bolivia,1,30,1974,0,conspiracy coup,0,No,1.0,Hugo Banzer,junta/president,Gen. Fladio Sanchez Gironda,.,.,General Gironda was accused of conspiring against Banzer. The reason and consequences for Gironda are unknown.,BO,SA,1974-01-01,1974-1
117,118,145.0,1456574,14506051974.0,Bolivia,6,5,1974,0,attempted coup,0,No,1.0,Hugo Banzer,junta/president,"Ciro Humboldt, Carlos Valverde",.,.,Two civilians led an failed rebellion against Banzer. The reasons and consequences are not known.,BO,SA,1974-06-01,1974-6
118,119,145.0,14511874,14511081974.0,Bolivia,11,8,1974,0,attempted coup,0,No,1.0,Hugo Banzer,junta/president,Housing Minister Jose Ayoroa,.,.,Housing Minister Jose Ayoroa was dismissed and arrested after being accused of leading a coup attempt.,BO,SA,1974-11-01,1974-11
119,120,145.0,14532378,14503231978.0,Bolivia,3,23,1978,0,conspiracy coup,0,No,1.0,Hugo Banzer,junta/president,unspecified,.,.,Unspecified individuals plotted against Hugo Banzer. The reasons and consequences are not known.,BO,SA,1978-03-01,1978-3
120,121,145.0,1454478,14504041978.0,Bolivia,4,4,1978,0,conspiracy coup,0,No,1.0,Hugo Banzer,junta/president,unspecified,.,.,For the second time in less than one month unspecified individuals conspired against Banzer. The reasons and consequences are unknown.,BO,SA,1978-04-01,1978-4
121,122,145.0,14572178,14507211978.0,Bolivia,7,21,1978,Coup,coup,coup,Yes,0.0,Hugo Banzer,junta/president,General Juan Perede Asbun,Juan Asbun,president/dictator,General Juan Perede Asbun won elections in 1978 but they were annulled due to fraud. Asbun overthrew Banzer and assumed the presidency.,BO,SA,1978-07-01,1978-7
122,123,145.0,145102978,14510291978.0,Bolivia,10,29,1978,0,conspiracy coup,0,No,1.0,Juan Asbun,president/dictator,unspecified,.,.,Unspecified individuals plotted against Juan Asbun. The reasons and consequences are unknown.,BO,SA,1978-10-01,1978-10
